#This is a tab-delimited file. Additional Documentation can be found at http://www.mothur.org/wiki/MIMarks_Data_Packages.
#Please fill all the required fields indicated with '*'
#Unknown or inapplicable fields can be assigned 'missing' value.
#You may add extra custom fields to this template. Make sure all the fields are separated by tabs.
#You may remove any fields not required (marked with '*'). Make sure all the fields are separated by tabs.
#You can edit this template using Microsoft Excel or any other editor. But while saving the file please make sure to save them as 'TAB-DELIMITED' TEXT FILE.
#MIMARKS.survey.host-associated.4.0
#{sample name}	{description of sample}	{sample title}	{description of library_construction_protocol}	{http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Undef&id=408169&lvl=3&keep=1&srchmode=1&unlock}	{Date of sampling, in "DD-Mmm-YYYY", "Mmm-YYYY" or "YYYY" format (eg., 30-Oct-1990, Oct-1990 or 1990) or ISO 8601 standard "YYYY-mm-dd", "YYYY-mm" or "YYYY-mm-ddThh:mm:ss" (eg., 1990-10-30, 1990-10 or 1990-10-30T14:41:36)}	{descriptor of the broad ecological context of a sample. Examples include: desert, taiga, deciduous woodland, or coral reef. EnvO (v 2013-06-14) terms can be found via the link: www.environmentontology.org/Browse-EnvO}	{descriptor of the local environment. Examples include: harbor, cliff, or lake. EnvO (v 2013-06-14) terms can be found via the link: www.environmentontology.org/Browse-EnvO}	{material that was displaced by the sample, or material in which a sample was embedded, prior to the sampling event. Examples include: air, soil, or water. EnvO (v 2013-06-14) terms can be found via the link: www.environmentontology.org/Browse-EnvO}	{Geographical origin of the sample; use the appropriate name from this list http://www.insdc.org/documents/country-qualifier-vocabulary. Use a colon to separate the country or ocean from more detailed information about the location, eg "Canada: Vancouver" or "Germany: halfway down Zugspitze, Alps"}	{The natural (as opposed to laboratory) host to the organism from which the sample was obtained. Use the full taxonomic name, eg, "Homo sapiens".}	{The geographical coordinates of the location where the sample was collected. Specify as degrees latitude and longitude in format "d[d.dddd] N|S d[dd.dddd] W|E", eg, 38.98 N 77.11 W}
#{text}	{text}	{text}	{text}	{controlled vacabulary}	{{timestamp}}	{{term}}	{{term}}	{{term}}	{{term}:{term}:{text}}	{{none}}	{{float} {float}}
group	mouse_id	day	weight	cfu	antibiotic	collection_date	treatment_diluton	metadata_label	exp	dob	cage	outcome	timepoint	sample_name	description	sample_title	seq_methods	organism	env_biome	env_feature	env_material	geo_loc_name	host	lat_lon
4_11_L_d5	-4_11_L	5	27.6	620000	Streptomycin	2020-01-28	-4	4_11_L_d5	11	2019-10-31	-4_11	cleared	dpi	4_11_L_d5	Day 5 ,relative to C. difficile challenge, fecal sample from mouse -4_11_L cage -4_11 , which received the fecal community transplant treatment -4	Mouse -4_11_L , Day 5 Treatment -4	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
4_11_R_d5	-4_11_R	5	23.6	47000	Streptomycin	2020-01-28	-4	4_11_R_d5	11	2019-10-31	-4_11	cleared	dpi	4_11_R_d5	Day 5 ,relative to C. difficile challenge, fecal sample from mouse -4_11_R cage -4_11 , which received the fecal community transplant treatment -4	Mouse -4_11_R , Day 5 Treatment -4	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
3_11_30_d5	-3_11_30	5	25.7	0	Streptomycin	2020-01-28	-3	3_11_30_d5	11	2019-10-31	-3_11	cleared	dpi	3_11_30_d5	Day 5 ,relative to C. difficile challenge, fecal sample from mouse -3_11_30 cage -3_11 , which received the fecal community transplant treatment -3	Mouse -3_11_30 , Day 5 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
3_11_3L_d5	-3_11_3L	5	25.5	0	Streptomycin	2020-01-28	-3	3_11_3L_d5	11	2019-10-31	-3_11	cleared	dpi	3_11_3L_d5	Day 5 ,relative to C. difficile challenge, fecal sample from mouse -3_11_3L cage -3_11 , which received the fecal community transplant treatment -3	Mouse -3_11_3L , Day 5 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
3_11_3R_d5	-3_11_3R	5	28	0	Streptomycin	2020-01-28	-3	3_11_3R_d5	11	2019-10-31	-3_11	cleared	dpi	3_11_3R_d5	Day 5 ,relative to C. difficile challenge, fecal sample from mouse -3_11_3R cage -3_11 , which received the fecal community transplant treatment -3	Mouse -3_11_3R , Day 5 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
2_11_0_d5	-2_11_0	5	25.7	0	Streptomycin	2020-01-28	-2	2_11_0_d5	11	2019-12-06	-2_11	cleared	dpi	2_11_0_d5	Day 5 ,relative to C. difficile challenge, fecal sample from mouse -2_11_0 cage -2_11 , which received the fecal community transplant treatment -2	Mouse -2_11_0 , Day 5 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
2_11_R_d5	-2_11_R	5	26.2	0	Streptomycin	2020-01-28	-2	2_11_R_d5	11	2019-12-06	-2_11	cleared	dpi	2_11_R_d5	Day 5 ,relative to C. difficile challenge, fecal sample from mouse -2_11_R cage -2_11 , which received the fecal community transplant treatment -2	Mouse -2_11_R , Day 5 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
1_11_10_d5	-1_11_10	5	29.9	0	Streptomycin	2020-01-28	-1	1_11_10_d5	11	2019-09-27	-1_11	cleared	dpi	1_11_10_d5	Day 5 ,relative to C. difficile challenge, fecal sample from mouse -1_11_10 cage -1_11 , which received the fecal community transplant treatment -1	Mouse -1_11_10 , Day 5 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
1_11_1R_d5	-1_11_1R	5	31.6	0	Streptomycin	2020-01-28	-1	1_11_1R_d5	11	2019-09-27	-1_11	cleared	dpi	1_11_1R_d5	Day 5 ,relative to C. difficile challenge, fecal sample from mouse -1_11_1R cage -1_11 , which received the fecal community transplant treatment -1	Mouse -1_11_1R , Day 5 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
NT_11_0_d6	NT_11_0	6	28	15000000	Streptomycin	2020-01-29	PBS	NT_11_0_d6	11	2019-09-27	NT_11	colonized	dpi	NT_11_0_d6	Day 6 ,relative to C. difficile challenge, fecal sample from mouse NT_11_0 cage NT_11 , which received the fecal community transplant treatment PBS	Mouse NT_11_0 , Day 6 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
NT_11_R_d6	NT_11_R	6	29.4	5900000	Streptomycin	2020-01-29	PBS	NT_11_R_d6	11	2019-09-27	NT_11	colonized	dpi	NT_11_R_d6	Day 6 ,relative to C. difficile challenge, fecal sample from mouse NT_11_R cage NT_11 , which received the fecal community transplant treatment PBS	Mouse NT_11_R , Day 6 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
6_11_0_d6	-6_11_0	6	24.5	38000000	Streptomycin	2020-01-29	-6	6_11_0_d6	11	2019-11-18	-6_11	colonized	dpi	6_11_0_d6	Day 6 ,relative to C. difficile challenge, fecal sample from mouse -6_11_0 cage -6_11 , which received the fecal community transplant treatment -6	Mouse -6_11_0 , Day 6 Treatment -6	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
6_11_R_d6	-6_11_R	6	25.5	36000000	Streptomycin	2020-01-29	-6	6_11_R_d6	11	2019-11-18	-6_11	colonized	dpi	6_11_R_d6	Day 6 ,relative to C. difficile challenge, fecal sample from mouse -6_11_R cage -6_11 , which received the fecal community transplant treatment -6	Mouse -6_11_R , Day 6 Treatment -6	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
5_11_20_d6	-5_11_20	6	27.7	1392000	Streptomycin	2020-01-29	-5	5_11_20_d6	11	2019-10-05	-5_11	colonized	dpi	5_11_20_d6	Day 6 ,relative to C. difficile challenge, fecal sample from mouse -5_11_20 cage -5_11 , which received the fecal community transplant treatment -5	Mouse -5_11_20 , Day 6 Treatment -5	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
5_11_2R_d6	-5_11_2R	6	29.2	224000	Streptomycin	2020-01-29	-5	5_11_2R_d6	11	2019-10-05	-5_11	colonized	dpi	5_11_2R_d6	Day 6 ,relative to C. difficile challenge, fecal sample from mouse -5_11_2R cage -5_11 , which received the fecal community transplant treatment -5	Mouse -5_11_2R , Day 6 Treatment -5	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
4_11_0_d6	-4_11_0	6	29	4600	Streptomycin	2020-01-29	-4	4_11_0_d6	11	2019-10-31	-4_11	cleared	dpi	4_11_0_d6	Day 6 ,relative to C. difficile challenge, fecal sample from mouse -4_11_0 cage -4_11 , which received the fecal community transplant treatment -4	Mouse -4_11_0 , Day 6 Treatment -4	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
4_11_R_d6	-4_11_R	6	23.9	0	Streptomycin	2020-01-29	-4	4_11_R_d6	11	2019-10-31	-4_11	cleared	dpi	4_11_R_d6	Day 6 ,relative to C. difficile challenge, fecal sample from mouse -4_11_R cage -4_11 , which received the fecal community transplant treatment -4	Mouse -4_11_R , Day 6 Treatment -4	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
3_11_30_d6	-3_11_30	6	25.5	0	Streptomycin	2020-01-29	-3	3_11_30_d6	11	2019-10-31	-3_11	cleared	dpi	3_11_30_d6	Day 6 ,relative to C. difficile challenge, fecal sample from mouse -3_11_30 cage -3_11 , which received the fecal community transplant treatment -3	Mouse -3_11_30 , Day 6 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
3_11_3L_d6	-3_11_3L	6	25.4	0	Streptomycin	2020-01-29	-3	3_11_3L_d6	11	2019-10-31	-3_11	cleared	dpi	3_11_3L_d6	Day 6 ,relative to C. difficile challenge, fecal sample from mouse -3_11_3L cage -3_11 , which received the fecal community transplant treatment -3	Mouse -3_11_3L , Day 6 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
3_11_3R_d6	-3_11_3R	6	27.7	0	Streptomycin	2020-01-29	-3	3_11_3R_d6	11	2019-10-31	-3_11	cleared	dpi	3_11_3R_d6	Day 6 ,relative to C. difficile challenge, fecal sample from mouse -3_11_3R cage -3_11 , which received the fecal community transplant treatment -3	Mouse -3_11_3R , Day 6 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
2_11_0_d6	-2_11_0	6	25.7	0	Streptomycin	2020-01-29	-2	2_11_0_d6	11	2019-12-06	-2_11	cleared	dpi	2_11_0_d6	Day 6 ,relative to C. difficile challenge, fecal sample from mouse -2_11_0 cage -2_11 , which received the fecal community transplant treatment -2	Mouse -2_11_0 , Day 6 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
2_11_R_d6	-2_11_R	6	25.5	0	Streptomycin	2020-01-29	-2	2_11_R_d6	11	2019-12-06	-2_11	cleared	dpi	2_11_R_d6	Day 6 ,relative to C. difficile challenge, fecal sample from mouse -2_11_R cage -2_11 , which received the fecal community transplant treatment -2	Mouse -2_11_R , Day 6 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
1_11_10_d6	-1_11_10	6	29.6	0	Streptomycin	2020-01-29	-1	1_11_10_d6	11	2019-09-27	-1_11	cleared	dpi	1_11_10_d6	Day 6 ,relative to C. difficile challenge, fecal sample from mouse -1_11_10 cage -1_11 , which received the fecal community transplant treatment -1	Mouse -1_11_10 , Day 6 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
1_11_1R_d6	-1_11_1R	6	31	0	Streptomycin	2020-01-29	-1	1_11_1R_d6	11	2019-09-27	-1_11	cleared	dpi	1_11_1R_d6	Day 6 ,relative to C. difficile challenge, fecal sample from mouse -1_11_1R cage -1_11 , which received the fecal community transplant treatment -1	Mouse -1_11_1R , Day 6 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
NT_11_0_d7	NT_11_0	7	28.1	30000000	Streptomycin	2020-01-30	PBS	NT_11_0_d7	11	2019-09-27	NT_11	colonized	dpi	NT_11_0_d7	Day 7 ,relative to C. difficile challenge, fecal sample from mouse NT_11_0 cage NT_11 , which received the fecal community transplant treatment PBS	Mouse NT_11_0 , Day 7 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
NT_11_R_d7	NT_11_R	7	29.2	11200000	Streptomycin	2020-01-30	PBS	NT_11_R_d7	11	2019-09-27	NT_11	colonized	dpi	NT_11_R_d7	Day 7 ,relative to C. difficile challenge, fecal sample from mouse NT_11_R cage NT_11 , which received the fecal community transplant treatment PBS	Mouse NT_11_R , Day 7 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
6_11_0_d7	-6_11_0	7	23.8	18000000	Streptomycin	2020-01-30	-6	6_11_0_d7	11	2019-11-18	-6_11	colonized	dpi	6_11_0_d7	Day 7 ,relative to C. difficile challenge, fecal sample from mouse -6_11_0 cage -6_11 , which received the fecal community transplant treatment -6	Mouse -6_11_0 , Day 7 Treatment -6	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
6_11_R_d7	-6_11_R	7	125.8	40000000	Streptomycin	2020-01-30	-6	6_11_R_d7	11	2019-11-18	-6_11	colonized	dpi	6_11_R_d7	Day 7 ,relative to C. difficile challenge, fecal sample from mouse -6_11_R cage -6_11 , which received the fecal community transplant treatment -6	Mouse -6_11_R , Day 7 Treatment -6	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
5_11_20_d7	-5_11_20	7	27.8	340000	Streptomycin	2020-01-30	-5	5_11_20_d7	11	2019-10-05	-5_11	colonized	dpi	5_11_20_d7	Day 7 ,relative to C. difficile challenge, fecal sample from mouse -5_11_20 cage -5_11 , which received the fecal community transplant treatment -5	Mouse -5_11_20 , Day 7 Treatment -5	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
5_11_2R_d7	-5_11_2R	7	29.1	400000	Streptomycin	2020-01-30	-5	5_11_2R_d7	11	2019-10-05	-5_11	colonized	dpi	5_11_2R_d7	Day 7 ,relative to C. difficile challenge, fecal sample from mouse -5_11_2R cage -5_11 , which received the fecal community transplant treatment -5	Mouse -5_11_2R , Day 7 Treatment -5	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
4_11_0_d7	-4_11_0	7	28.6	1400	Streptomycin	2020-01-30	-4	4_11_0_d7	11	2019-10-31	-4_11	cleared	dpi	4_11_0_d7	Day 7 ,relative to C. difficile challenge, fecal sample from mouse -4_11_0 cage -4_11 , which received the fecal community transplant treatment -4	Mouse -4_11_0 , Day 7 Treatment -4	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
4_11_L_d7	-4_11_L	7	26.6	1200	Streptomycin	2020-01-30	-4	4_11_L_d7	11	2019-10-31	-4_11	cleared	dpi	4_11_L_d7	Day 7 ,relative to C. difficile challenge, fecal sample from mouse -4_11_L cage -4_11 , which received the fecal community transplant treatment -4	Mouse -4_11_L , Day 7 Treatment -4	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
4_11_R_d7	-4_11_R	7	23.9	400	Streptomycin	2020-01-30	-4	4_11_R_d7	11	2019-10-31	-4_11	cleared	dpi	4_11_R_d7	Day 7 ,relative to C. difficile challenge, fecal sample from mouse -4_11_R cage -4_11 , which received the fecal community transplant treatment -4	Mouse -4_11_R , Day 7 Treatment -4	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
3_11_30_d7	-3_11_30	7	25.5	0	Streptomycin	2020-01-30	-3	3_11_30_d7	11	2019-10-31	-3_11	cleared	dpi	3_11_30_d7	Day 7 ,relative to C. difficile challenge, fecal sample from mouse -3_11_30 cage -3_11 , which received the fecal community transplant treatment -3	Mouse -3_11_30 , Day 7 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
3_11_3L_d7	-3_11_3L	7	25.4	0	Streptomycin	2020-01-30	-3	3_11_3L_d7	11	2019-10-31	-3_11	cleared	dpi	3_11_3L_d7	Day 7 ,relative to C. difficile challenge, fecal sample from mouse -3_11_3L cage -3_11 , which received the fecal community transplant treatment -3	Mouse -3_11_3L , Day 7 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
3_11_3R_d7	-3_11_3R	7	27.9	0	Streptomycin	2020-01-30	-3	3_11_3R_d7	11	2019-10-31	-3_11	cleared	dpi	3_11_3R_d7	Day 7 ,relative to C. difficile challenge, fecal sample from mouse -3_11_3R cage -3_11 , which received the fecal community transplant treatment -3	Mouse -3_11_3R , Day 7 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
2_11_0_d7	-2_11_0	7	25.6	NA	Streptomycin	2020-01-30	-2	2_11_0_d7	11	2019-12-06	-2_11	cleared	dpi	2_11_0_d7	Day 7 ,relative to C. difficile challenge, fecal sample from mouse -2_11_0 cage -2_11 , which received the fecal community transplant treatment -2	Mouse -2_11_0 , Day 7 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
2_11_R_d7	-2_11_R	7	26	0	Streptomycin	2020-01-30	-2	2_11_R_d7	11	2019-12-06	-2_11	cleared	dpi	2_11_R_d7	Day 7 ,relative to C. difficile challenge, fecal sample from mouse -2_11_R cage -2_11 , which received the fecal community transplant treatment -2	Mouse -2_11_R , Day 7 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
1_11_10_d7	-1_11_10	7	29.5	0	Streptomycin	2020-01-30	-1	1_11_10_d7	11	2019-09-27	-1_11	cleared	dpi	1_11_10_d7	Day 7 ,relative to C. difficile challenge, fecal sample from mouse -1_11_10 cage -1_11 , which received the fecal community transplant treatment -1	Mouse -1_11_10 , Day 7 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
1_11_1R_d7	-1_11_1R	7	31.5	0	Streptomycin	2020-01-30	-1	1_11_1R_d7	11	2019-09-27	-1_11	cleared	dpi	1_11_1R_d7	Day 7 ,relative to C. difficile challenge, fecal sample from mouse -1_11_1R cage -1_11 , which received the fecal community transplant treatment -1	Mouse -1_11_1R , Day 7 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
NT_11_0_d8	NT_11_0	8	28.6	10000000	Streptomycin	2020-01-31	PBS	NT_11_0_d8	11	2019-09-27	NT_11	colonized	dpi	NT_11_0_d8	Day 8 ,relative to C. difficile challenge, fecal sample from mouse NT_11_0 cage NT_11 , which received the fecal community transplant treatment PBS	Mouse NT_11_0 , Day 8 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
NT_11_R_d8	NT_11_R	8	29.8	12000000	Streptomycin	2020-01-31	PBS	NT_11_R_d8	11	2019-09-27	NT_11	colonized	dpi	NT_11_R_d8	Day 8 ,relative to C. difficile challenge, fecal sample from mouse NT_11_R cage NT_11 , which received the fecal community transplant treatment PBS	Mouse NT_11_R , Day 8 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
6_11_0_d8	-6_11_0	8	23.9	14000000	Streptomycin	2020-01-31	-6	6_11_0_d8	11	2019-11-18	-6_11	colonized	dpi	6_11_0_d8	Day 8 ,relative to C. difficile challenge, fecal sample from mouse -6_11_0 cage -6_11 , which received the fecal community transplant treatment -6	Mouse -6_11_0 , Day 8 Treatment -6	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
6_11_R_d8	-6_11_R	8	26	14000000	Streptomycin	2020-01-31	-6	6_11_R_d8	11	2019-11-18	-6_11	colonized	dpi	6_11_R_d8	Day 8 ,relative to C. difficile challenge, fecal sample from mouse -6_11_R cage -6_11 , which received the fecal community transplant treatment -6	Mouse -6_11_R , Day 8 Treatment -6	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
5_11_20_d8	-5_11_20	8	27.9	340000	Streptomycin	2020-01-31	-5	5_11_20_d8	11	2019-10-05	-5_11	colonized	dpi	5_11_20_d8	Day 8 ,relative to C. difficile challenge, fecal sample from mouse -5_11_20 cage -5_11 , which received the fecal community transplant treatment -5	Mouse -5_11_20 , Day 8 Treatment -5	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
5_11_2R_d8	-5_11_2R	8	29.2	120000	Streptomycin	2020-01-31	-5	5_11_2R_d8	11	2019-10-05	-5_11	colonized	dpi	5_11_2R_d8	Day 8 ,relative to C. difficile challenge, fecal sample from mouse -5_11_2R cage -5_11 , which received the fecal community transplant treatment -5	Mouse -5_11_2R , Day 8 Treatment -5	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
4_11_0_d8	-4_11_0	8	28.4	0	Streptomycin	2020-01-31	-4	4_11_0_d8	11	2019-10-31	-4_11	cleared	dpi	4_11_0_d8	Day 8 ,relative to C. difficile challenge, fecal sample from mouse -4_11_0 cage -4_11 , which received the fecal community transplant treatment -4	Mouse -4_11_0 , Day 8 Treatment -4	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
